Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Houston Texans,6,0,1,1,1,0,0,1,21.0,21.0,31.9%,HOU,17,2023
2,Jacksonville Jaguars,6,1,0,0,0,0,0,1,18.0,18.0,50.2%,JAC,17,2023
3,Buffalo Bills,3,3,1,1,1,0,0,1,17.0,17.0,61.3%,BUF,17,2023
4,New York Giants,4,2,1,2,0,0,1,1,16.0,16.0,2.4%,NYG,17,2023
5,Cleveland Browns,2,1,1,0,1,0,0,1,15.0,15.0,94.2%,CLE,17,2023
6,New Orleans Saints,2,2,2,2,0,0,0,1,14.0,14.0,64.0%,NO,17,2023
7,New York Jets,1,1,2,2,1,0,0,1,12.0,12.0,82.4%,NYJ,17,2023
8,Green Bay Packers,4,1,1,1,0,0,0,1,12.0,12.0,26.4%,GB,17,2023
9,Chicago Bears,2,4,0,0,0,0,0,1,11.0,11.0,33.9%,CHI,17,2023
10,Baltimore Ravens,3,2,1,0,0,0,0,1,10.0,10.0,86.2%,BAL,17,2023
11,New England Patriots,1,1,0,2,0,0,1,1,9.0,9.0,13.6%,NE,17,2023
12,Denver Broncos,1,0,1,1,0,0,0,1,9.0,9.0,34.5%,DEN,17,2023
13,San Francisco 49ers,1,2,0,0,0,0,0,1,9.0,9.0,97.8%,SF,17,2023
14,Los Angeles Rams,6,1,0,0,0,0,0,1,8.0,8.0,21.2%,LAR,17,2023
15,Kansas City Chiefs,6,0,0,0,0,0,0,1,7.0,7.0,77.7%,KC,17,2023
16,Detroit Lions,3,1,0,2,0,0,0,1,6.0,6.0,38.6%,DET,17,2023
17,Dallas Cowboys,1,2,0,0,0,0,0,1,6.0,6.0,92.7%,DAL,17,2023
18,Philadelphia Eagles,1,1,0,1,1,0,0,1,5.0,5.0,51.6%,PHI,17,2023
19,Cincinnati Bengals,2,0,1,1,0,0,0,1,4.0,4.0,50.0%,CIN,17,2023
20,Pittsburgh Steelers,1,0,1,1,0,0,0,1,3.0,3.0,75.9%,PIT,17,2023
21,Los Angeles Chargers,2,0,0,0,0,0,0,1,3.0,3.0,13.8%,LAC,17,2023
22,Indianapolis Colts,2,0,0,0,0,0,0,1,3.0,3.0,26.4%,IND,17,2023
23,Carolina Panthers,3,0,0,0,0,0,0,1,3.0,3.0,3.0%,CAR,17,2023
24,Tennessee Titans,1,0,0,1,0,0,0,1,2.0,2.0,3.5%,TEN,17,2023
25,Arizona Cardinals,0,1,0,0,0,0,0,1,2.0,2.0,0.8%,ARI,17,2023
26,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,1.0,1.0,20.8%,TB,17,2023
27,Washington Commanders,1,0,0,0,0,0,0,1,1.0,1.0,8.1%,WAS,17,2023
28,Minnesota Vikings,0,0,1,0,0,0,0,1,1.0,1.0,10.9%,MIN,17,2023
29,Las Vegas Raiders,1,0,0,1,0,0,0,1,1.0,1.0,24.5%,LV,17,2023
30,Seattle Seahawks,1,0,0,1,0,0,0,1,0.0,0.0,22.4%,SEA,17,2023
31,Atlanta Falcons,3,0,0,1,0,0,0,1,-1.0,-1.0,16.7%,ATL,17,2023
32,Miami Dolphins,1,0,1,1,0,0,0,1,-1.0,-1.0,69.9%,MIA,17,2023
