Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chicago Bears,1,3,0,0,1,0,0,1,17.0,17.0,33.9%,CHI,7,2023
2,Cleveland Browns,4,1,3,3,1,0,0,1,16.0,16.0,94.2%,CLE,7,2023
3,Baltimore Ravens,5,1,0,2,0,0,0,1,14.0,14.0,86.2%,BAL,7,2023
4,New York Giants,6,1,0,0,0,0,0,1,14.0,14.0,2.4%,NYG,7,2023
5,Miami Dolphins,3,1,1,1,1,0,0,1,12.0,12.0,69.9%,MIA,7,2023
6,Atlanta Falcons,3,1,1,2,0,0,0,1,11.0,11.0,16.7%,ATL,7,2023
7,Philadelphia Eagles,4,1,0,0,0,0,0,1,10.0,10.0,51.6%,PHI,7,2023
8,Kansas City Chiefs,5,2,0,0,0,0,0,1,10.0,10.0,77.7%,KC,7,2023
9,Jacksonville Jaguars,1,1,0,1,1,0,0,1,9.0,9.0,50.2%,JAC,7,2023
10,Arizona Cardinals,2,1,2,0,0,0,0,1,9.0,9.0,0.8%,ARI,7,2023
11,Washington Commanders,4,0,2,1,0,0,0,1,9.0,9.0,8.1%,WAS,7,2023
12,Seattle Seahawks,4,0,0,1,0,0,0,1,8.0,8.0,22.4%,SEA,7,2023
13,Minnesota Vikings,1,2,1,1,0,0,0,1,8.0,8.0,10.9%,MIN,7,2023
14,Tampa Bay Buccaneers,1,0,2,2,0,0,0,1,6.0,6.0,20.8%,TB,7,2023
15,Indianapolis Colts,2,2,0,0,0,0,0,1,5.0,5.0,26.4%,IND,7,2023
16,New England Patriots,1,1,1,1,0,0,0,1,5.0,5.0,13.6%,NE,7,2023
17,Pittsburgh Steelers,2,1,0,0,0,0,0,1,5.0,5.0,75.9%,PIT,7,2023
18,New Orleans Saints,0,0,2,1,0,0,0,1,4.0,4.0,64.0%,NO,7,2023
19,Las Vegas Raiders,2,0,0,1,0,0,0,1,4.0,4.0,24.5%,LV,7,2023
20,Los Angeles Chargers,1,1,1,1,0,0,0,1,4.0,4.0,13.8%,LAC,7,2023
21,Denver Broncos,0,1,0,0,0,0,0,1,3.0,3.0,34.5%,DEN,7,2023
22,Los Angeles Rams,2,0,0,1,0,0,0,1,2.0,2.0,21.2%,LAR,7,2023
23,San Francisco 49ers,0,1,0,0,0,0,0,1,2.0,2.0,97.8%,SF,7,2023
24,Green Bay Packers,1,0,0,0,0,0,0,1,2.0,2.0,26.4%,GB,7,2023
25,Buffalo Bills,1,0,1,0,0,0,0,1,2.0,2.0,61.3%,BUF,7,2023
26,Tennessee Titans,0,0,0,0,0,0,0,0,0.0,0.0,3.5%,TEN,7,2023
27,New York Jets,0,0,0,0,0,0,0,0,0.0,0.0,82.4%,NYJ,7,2023
28,Carolina Panthers,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,CAR,7,2023
29,Cincinnati Bengals,0,0,0,0,0,0,0,0,0.0,0.0,50.0%,CIN,7,2023
30,Dallas Cowboys,0,0,0,0,0,0,0,0,0.0,0.0,92.7%,DAL,7,2023
31,Houston Texans,0,0,0,0,0,0,0,0,0.0,0.0,31.9%,HOU,7,2023
32,Detroit Lions,0,0,1,0,0,0,0,1,-2.0,-2.0,38.6%,DET,7,2023
