Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cairo Santos,4,4,100.0,48,0,0,1,3,0,3,3,1,18.0,18.0,26.6%,CHI,15,2020
2,Nick Folk,4,4,100.0,45,0,0,1,3,0,0,0,1,15.0,15.0,9.5%,TEN,15,2020
3,Greg Zuerlein,2,3,66.7,48,0,0,0,2,0,5,5,1,13.0,13.0,43.8%,NYJ,15,2020
4,Tyler Bass,2,2,100.0,27,0,2,0,0,0,6,6,1,12.0,12.0,45.5%,BUF,15,2020
5,Sam Ficken,3,3,100.0,39,0,2,1,0,0,2,2,1,11.0,11.0,0.0%,FA,15,2020
6,Younghoe Koo,2,2,100.0,52,0,0,1,0,1,3,3,1,11.0,11.0,61.7%,ATL,15,2020
7,Rodrigo Blankenship,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,0.1%,FA,15,2020
8,Joey Slye,3,3,100.0,36,0,1,2,0,0,1,1,1,10.0,10.0,0.6%,NE,15,2020
9,Robbie Gould,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,0.1%,FA,15,2020
10,Jason Myers,2,2,100.0,43,0,0,0,2,0,2,2,1,10.0,10.0,32.1%,SEA,15,2020
11,Matt Gay,2,2,100.0,45,0,0,0,2,0,2,2,1,10.0,10.0,28.9%,IND,15,2020
12,Dan Bailey,2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,0.0%,FA,15,2020
13,Justin Tucker,1,2,50.0,46,0,0,0,1,0,5,5,1,9.0,9.0,98.7%,BAL,15,2020
14,Daniel Carlson,2,2,100.0,23,0,2,0,0,0,3,3,1,9.0,9.0,24.2%,LV,15,2020
15,Austin Seibert,2,3,66.7,34,0,0,2,0,0,3,3,1,9.0,9.0,0.0%,NYJ,15,2020
16,Mike Nugent,1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,1.0%,FA,15,2020
17,Stephen Gostkowski,1,1,100.0,38,0,0,1,0,0,5,5,1,8.0,8.0,0.1%,FA,15,2020
18,Mason Crosby,1,1,100.0,51,0,0,0,0,1,3,3,1,8.0,8.0,0.1%,FA,15,2020
19,Ka'imi Fairbairn,2,2,100.0,31,0,1,1,0,0,2,2,1,8.0,8.0,47.4%,HOU,15,2020
20,Ryan Succop,1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,0.0%,FA,15,2020
21,Matt Prater,1,1,100.0,53,0,0,0,0,1,2,3,1,7.0,7.0,1.7%,ARI,15,2020
22,Michael Badgley,1,3,33.3,22,0,1,0,0,0,3,3,1,6.0,6.0,19.0%,DET,15,2020
23,Graham Gano,2,2,100.0,39,0,0,2,0,0,0,0,1,6.0,6.0,1.3%,NYG,15,2020
24,Harrison Butker,1,1,100.0,22,0,1,0,0,0,3,3,1,6.0,6.0,96.2%,KC,15,2020
25,Chris Boswell,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,17.2%,PIT,15,2020
26,Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,0,1,1,4.0,4.0,29.1%,CLE,15,2020
27,Wil Lutz,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,10.3%,DEN,15,2020
28,Cody Parkey,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1%,FA,15,2020
29,Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,15,2020
30,Jason Sanders,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,46.2%,MIA,15,2020
31,Jake Elliott,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,93.5%,PHI,15,2020
32,Taylor Russolino,0,1,0.0,0,0,0,0,0,0,1,3,1,1.0,1.0,0.0%,FA,15,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,15,2020
