Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Rodrigo Blankenship,4,5,80.0,43,0,0,3,1,0,2,2,1,15.0,15.0,0.1%,FA,11,2020
2,Younghoe Koo,3,3,100.0,52,0,1,0,0,2,0,0,1,13.0,13.0,61.7%,ATL,11,2020
3,Stephen Gostkowski,3,3,100.0,40,0,1,0,2,0,1,1,1,12.0,12.0,0.1%,FA,11,2020
4,Chris Boswell,2,3,66.7,47,0,0,0,2,0,3,3,1,11.0,11.0,17.2%,PIT,11,2020
5,Michael Badgley,2,2,100.0,44,0,1,0,1,0,4,4,1,11.0,11.0,19.0%,DET,11,2020
6,Joey Slye,2,2,100.0,56,0,0,1,0,1,2,2,1,10.0,10.0,0.6%,NE,11,2020
7,Dustin Hopkins,2,3,66.7,50,0,0,1,0,1,2,2,1,10.0,10.0,29.1%,CLE,11,2020
8,Justin Tucker,3,3,100.0,30,0,2,1,0,0,1,1,1,10.0,10.0,98.7%,BAL,11,2020
9,Jason Sanders,2,2,100.0,53,0,0,0,1,1,1,1,1,10.0,10.0,46.2%,MIA,11,2020
10,Matt Gay,2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,10.0,28.9%,IND,11,2020
11,Ka'imi Fairbairn,2,2,100.0,46,0,0,1,1,0,3,3,1,10.0,10.0,47.4%,HOU,11,2020
12,Jason Myers,2,2,100.0,41,0,1,0,1,0,2,3,1,9.0,9.0,32.1%,SEA,11,2020
13,Brandon McManus,2,2,100.0,47,0,1,0,1,0,2,2,1,9.0,9.0,18.3%,FA,11,2020
14,Nick Folk,2,2,100.0,45,0,0,1,1,0,2,2,1,9.0,9.0,9.5%,TEN,11,2020
15,Cody Parkey,2,3,66.7,46,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,11,2020
16,Mason Crosby,1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,7.0,0.1%,FA,11,2020
17,Daniel Carlson,1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,24.2%,LV,11,2020
18,Jake Elliott,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,93.5%,PHI,11,2020
19,Ryan Succop,1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,FA,11,2020
20,Wil Lutz,1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,10.3%,DEN,11,2020
21,Harrison Butker,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,96.2%,KC,11,2020
22,Randy Bullock,1,3,33.3,53,0,0,0,0,1,0,1,1,5.0,5.0,0.1%,FA,11,2020
23,Greg Zuerlein,1,1,100.0,19,1,0,0,0,0,2,3,1,5.0,5.0,43.8%,NYJ,11,2020
24,Dan Bailey,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,11,2020
25,Chase McLaughlin,1,1,100.0,41,0,0,0,1,0,0,0,1,4.0,4.0,6.8%,TB,11,2020
26,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,11,2020
27,Sam Ficken,0,0,0.0,0,0,0,0,0,0,2,4,1,2.0,2.0,0.0%,FA,11,2020
28,Matt Prater,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,ARI,11,2020
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,-2.8,-2.8,0.7%,FA,11,2020
