Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Bass,3,4,75.0,44,0,1,1,1,0,5,5,1,15.0,15.0,45.5%,BUF,9,2020
2,Greg Zuerlein,4,4,100.0,45,0,0,2,2,0,1,1,1,15.0,15.0,43.8%,NYJ,9,2020
3,Nick Folk,3,3,100.0,51,0,1,0,1,1,3,3,1,15.0,15.0,9.5%,TEN,9,2020
4,Jason Sanders,2,2,100.0,56,0,0,0,0,2,4,4,1,14.0,14.0,46.2%,MIA,9,2020
5,Graham Gano,3,3,100.0,48,0,0,1,2,0,2,2,1,13.0,13.0,1.3%,NYG,9,2020
6,Mason Crosby,2,2,100.0,53,1,0,0,0,1,4,4,1,12.0,12.0,0.1%,FA,9,2020
7,Younghoe Koo,2,2,100.0,52,0,0,1,0,1,4,4,1,12.0,12.0,61.7%,ATL,9,2020
8,Jason Myers,2,2,100.0,45,0,0,0,2,0,4,4,1,12.0,12.0,32.1%,SEA,9,2020
9,Ka'imi Fairbairn,2,2,100.0,54,0,0,1,0,1,3,3,1,11.0,11.0,47.4%,HOU,9,2020
10,Harrison Butker,2,3,66.7,55,0,0,1,0,1,3,4,1,11.0,11.0,96.2%,KC,9,2020
11,Sergio Castillo,2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,0.0%,FA,9,2020
12,Brandon McManus,2,2,100.0,43,0,0,0,2,0,3,3,1,11.0,11.0,18.3%,FA,9,2020
13,Dustin Hopkins,2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,29.1%,CLE,9,2020
14,Chris Boswell,2,2,100.0,59,0,0,0,1,1,0,2,1,9.0,9.0,17.2%,PIT,9,2020
15,Matt Prater,2,3,66.7,45,0,1,0,1,0,2,2,1,9.0,9.0,1.7%,ARI,9,2020
16,Michael Badgley,2,3,66.7,45,0,1,0,1,0,2,2,1,9.0,9.0,19.0%,DET,9,2020
17,Josh Lambo,2,2,100.0,59,0,0,1,0,1,1,2,1,9.0,9.0,0.1%,FA,9,2020
18,Joey Slye,1,3,33.3,47,0,0,0,1,0,4,4,1,8.0,8.0,0.6%,NE,9,2020
19,Wil Lutz,1,1,100.0,36,0,0,1,0,0,5,5,1,8.0,8.0,10.3%,DEN,9,2020
20,Daniel Carlson,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,24.2%,LV,9,2020
21,Zane Gonzalez,1,2,50.0,37,0,0,1,0,0,4,4,1,7.0,7.0,0.1%,FA,9,2020
22,Stephen Gostkowski,1,1,100.0,40,0,0,0,1,0,3,3,1,7.0,7.0,0.1%,FA,9,2020
23,Justin Tucker,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,98.7%,BAL,9,2020
24,Cairo Santos,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,26.6%,CHI,9,2020
25,Rodrigo Blankenship,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.1%,FA,9,2020
26,Robbie Gould,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,0.1%,FA,9,2020
27,Dan Bailey,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.0%,FA,9,2020
28,Ryan Succop,1,1,100.0,48,0,0,0,1,0,0,0,1,4.0,4.0,0.0%,FA,9,2020
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,9,2020
