Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tampa Bay Buccaneers,5,2,2,3,1,0,0,1,23.0,23.0,20.8%,TB,13,2019
2,Kansas City Chiefs,2,2,1,0,1,0,0,1,22.0,22.0,77.7%,KC,13,2019
3,Tennessee Titans,3,2,1,1,0,0,1,1,20.0,20.0,3.5%,TEN,13,2019
4,Los Angeles Rams,6,1,0,0,1,0,0,1,18.0,18.0,21.2%,LAR,13,2019
5,New Orleans Saints,9,2,1,2,0,0,0,1,16.0,16.0,64.0%,NO,13,2019
6,Cincinnati Bengals,4,0,0,0,0,1,0,1,13.0,13.0,50.0%,CIN,13,2019
7,Pittsburgh Steelers,5,1,1,1,0,0,0,1,13.0,13.0,75.9%,PIT,13,2019
8,Washington Commanders,7,1,1,1,0,0,0,1,11.0,11.0,8.1%,WAS,13,2019
9,Buffalo Bills,4,1,1,3,0,0,0,1,11.0,11.0,61.3%,BUF,13,2019
10,Indianapolis Colts,6,0,2,2,0,0,0,1,10.0,10.0,26.4%,IND,13,2019
11,Green Bay Packers,0,3,0,0,0,0,0,1,10.0,10.0,26.4%,GB,13,2019
12,Minnesota Vikings,2,1,1,1,1,0,0,1,8.0,8.0,10.9%,MIN,13,2019
13,Denver Broncos,3,1,1,0,0,0,0,1,8.0,8.0,34.5%,DEN,13,2019
14,Baltimore Ravens,2,0,1,1,0,0,0,1,7.0,7.0,86.2%,BAL,13,2019
15,Jacksonville Jaguars,4,0,1,1,0,0,0,1,6.0,6.0,50.2%,JAC,13,2019
16,Carolina Panthers,5,0,0,1,0,0,0,1,6.0,6.0,3.0%,CAR,13,2019
17,Seattle Seahawks,0,1,2,2,0,0,0,1,6.0,6.0,22.4%,SEA,13,2019
18,Houston Texans,3,1,0,0,0,0,0,1,5.0,5.0,31.9%,HOU,13,2019
19,Chicago Bears,2,1,0,0,0,0,0,1,5.0,5.0,33.9%,CHI,13,2019
20,Dallas Cowboys,4,0,0,0,0,0,0,1,4.0,4.0,92.7%,DAL,13,2019
21,Cleveland Browns,1,1,0,1,0,0,0,1,4.0,4.0,94.2%,CLE,13,2019
22,San Francisco 49ers,1,0,1,1,0,0,0,1,4.0,4.0,97.8%,SF,13,2019
23,Miami Dolphins,2,1,0,1,0,0,0,1,3.0,3.0,69.9%,MIA,13,2019
24,Detroit Lions,1,1,0,0,0,0,0,1,3.0,3.0,38.6%,DET,13,2019
25,Los Angeles Chargers,0,1,0,0,0,0,0,1,2.0,2.0,13.8%,LAC,13,2019
26,New England Patriots,3,0,0,0,0,0,0,1,2.0,2.0,13.6%,NE,13,2019
27,Philadelphia Eagles,3,1,0,0,0,0,0,1,1.0,1.0,51.6%,PHI,13,2019
28,New York Jets,1,0,0,0,0,0,0,1,1.0,1.0,82.4%,NYJ,13,2019
29,Las Vegas Raiders,1,0,0,0,0,0,0,1,0.0,0.0,24.5%,LV,13,2019
30,Atlanta Falcons,0,0,0,0,0,0,0,1,0.0,0.0,16.7%,ATL,13,2019
31,Arizona Cardinals,1,0,0,0,0,0,0,1,0.0,0.0,0.8%,ARI,13,2019
32,New York Giants,0,0,0,1,0,0,0,1,-1.0,-1.0,2.4%,NYG,13,2019
