Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chase Edmonds,27,126,4.7,22,3,3,2,4,24,12.0,0,0,1,35.0,35.0,0.8%,TB,7,2019
2,Latavius Murray,27,119,4.4,17,0,2,5,6,31,6.2,0,0,1,32.0,32.0,7.6%,FA,7,2019
3,Dalvin Cook,25,142,5.7,23,1,2,1,2,7,7.0,0,0,1,27.9,27.9,9.5%,FA,7,2019
4,Ezekiel Elliott,22,111,5.0,16,0,1,6,7,36,6.0,0,0,1,26.7,26.7,78.1%,DAL,7,2019
5,Austin Ekeler,5,7,1.4,3,0,0,7,8,118,16.9,1,0,1,25.5,25.5,93.1%,WAS,7,2019
6,Sony Michel,19,42,2.2,11,0,3,1,2,-8,-8.0,0,0,1,22.4,22.4,0.0%,FA,7,2019
7,Aaron Jones,12,50,4.2,15,0,0,4,4,33,8.3,1,0,1,18.3,18.3,93.3%,MIN,7,2019
8,Derrick Henry,22,90,4.1,12,0,1,1,1,18,18.0,0,0,1,17.8,17.8,99.3%,BAL,7,2019
9,Saquon Barkley,18,72,4.0,20,1,1,3,5,8,2.7,0,0,1,17.0,17.0,100.0%,PHI,7,2019
10,Royce Freeman,10,35,3.5,14,0,1,4,5,32,8.0,0,0,1,16.7,16.7,3.2%,DAL,7,2019
11,Leonard Fournette,29,131,4.5,20,1,0,2,2,14,7.0,0,0,1,16.5,16.5,2.1%,FA,7,2019
12,Josh Jacobs,21,124,5.9,42,4,0,3,3,10,3.3,0,0,1,16.4,16.4,97.3%,GB,7,2019
13,Jamaal Williams,3,5,1.7,3,0,0,4,5,26,6.5,1,0,1,13.1,13.1,10.3%,NO,7,2019
14,James White,5,0,0.0,3,0,0,7,8,59,8.4,0,0,1,12.9,12.9,0.1%,FA,7,2019
15,Todd Gurley II,18,41,2.3,10,0,0,1,1,13,13.0,1,0,1,12.4,12.4,0.1%,FA,7,2019
16,Tarik Cohen,3,10,3.3,9,0,0,9,12,19,2.1,0,0,1,11.9,11.9,0.0%,NYJ,7,2019
17,Chris Carson,21,65,3.1,9,0,0,3,5,9,3.0,0,0,1,10.4,10.4,0.3%,FA,7,2019
18,Ty Johnson,10,29,2.9,6,0,0,4,4,28,7.0,0,0,1,9.7,9.7,0.6%,BUF,7,2019
19,LeSean McCoy,12,64,5.3,22,1,0,2,2,12,6.0,0,0,1,9.6,9.6,2.0%,FA,7,2019
20,Melvin Gordon III,16,32,2.0,6,0,0,2,3,-3,-1.5,1,1,1,8.9,8.9,0.0%,FA,7,2019
21,Kenyan Drake,6,21,3.5,11,0,0,3,4,37,12.3,0,0,1,8.8,8.8,0.0%,FA,7,2019
22,Marlon Mack,18,44,2.4,7,0,0,3,3,12,4.0,0,0,1,8.6,8.6,0.0%,FA,7,2019
23,Le'Veon Bell,15,70,4.7,19,0,0,1,4,6,6.0,0,0,1,8.6,8.6,0.2%,FA,7,2019
24,C.J. Ham,1,9,9.0,9,0,0,1,1,5,5.0,1,0,1,8.4,8.4,0.1%,MIN,7,2019
25,Brandon Bolden,1,2,2.0,2,0,0,4,4,39,9.8,0,0,1,8.1,8.1,0.0%,FA,7,2019
26,Tevin Coleman,20,62,3.1,9,0,0,2,2,-1,-0.5,0,0,1,8.1,8.1,0.0%,FA,7,2019
27,J.D. McKissic,5,29,5.8,14,0,0,2,3,31,15.5,0,0,1,8.0,8.0,0.0%,FA,7,2019
28,Frank Gore,11,55,5.0,15,0,0,1,1,11,11.0,0,0,1,7.6,7.6,12.1%,FA,7,2019
29,Jordan Howard,11,50,4.5,16,0,0,2,2,6,3.0,0,0,1,7.6,7.6,0.0%,FA,7,2019
30,Duke Johnson Jr.,7,34,4.9,11,0,0,2,5,22,11.0,0,0,1,7.6,7.6,0.0%,FA,7,2019
31,Joe Mixon,10,2,0.2,4,0,0,1,2,2,2.0,1,0,1,7.4,7.4,99.1%,HOU,7,2019
32,Mark Walton,14,66,4.7,19,0,0,1,1,-8,-8.0,0,0,1,6.8,6.8,2.0%,FA,7,2019
33,Kalen Ballage,3,7,2.3,3,0,1,0,0,0,0.0,0,0,1,6.7,6.7,0.0%,FA,7,2019
34,Danny Vitale,0,0,0.0,0,0,0,2,2,43,21.5,0,0,1,6.3,6.3,0.0%,FA,7,2019
