Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Brian Robinson Jr.,8,38,4.8,15,0,0,6,6,119,19.8,1,0,1,27.7,27.7,86.1%,WAS,10,2023
2,Jahmyr Gibbs,14,77,5.5,35,2,2,3,5,35,11.7,0,0,1,26.2,26.2,99.3%,DET,10,2023
3,Devin Singletary,30,150,5.0,22,1,1,1,2,11,11.0,0,0,1,23.1,23.1,83.7%,NYG,10,2023
4,Austin Ekeler,19,67,3.5,17,0,1,4,7,48,12.0,0,0,1,21.5,21.5,93.1%,WAS,10,2023
5,Javonte Williams,21,79,3.8,11,0,0,4,4,31,7.8,1,0,1,21.0,21.0,89.1%,DEN,10,2023
6,Christian McCaffrey,16,95,5.9,19,0,0,6,10,47,7.8,0,0,1,20.2,20.2,100.0%,SF,10,2023
7,Kenneth Walker III,19,63,3.3,13,0,0,1,2,64,64.0,1,0,1,19.7,19.7,97.1%,SEA,10,2023
8,Jaylen Warren,15,101,6.7,20,1,1,2,4,9,4.5,0,0,1,19.0,19.0,84.7%,PIT,10,2023
9,Najee Harris,16,82,5.1,24,1,1,3,4,14,4.7,0,0,1,18.6,18.6,91.4%,PIT,10,2023
10,Alvin Kamara,9,42,4.7,9,0,0,7,7,33,4.7,0,0,1,18.5,18.5,98.2%,NO,10,2023
11,Rachaad White,20,51,2.6,11,0,0,2,3,47,23.5,1,0,1,17.8,17.8,97.5%,TB,10,2023
12,Bijan Robinson,22,95,4.3,17,0,1,1,2,11,11.0,0,0,1,17.6,17.6,99.9%,ATL,10,2023
13,David Montgomery,12,116,9.7,75,4,1,0,0,0,0.0,0,0,1,17.6,17.6,93.2%,DET,10,2023
14,D'Onta Foreman,21,80,3.8,11,0,1,2,2,12,6.0,0,0,1,17.2,17.2,19.4%,CLE,10,2023
15,Antonio Gibson,4,13,3.3,6,0,0,5,6,42,8.4,1,0,1,16.5,16.5,53.3%,NE,10,2023
16,Latavius Murray,9,68,7.6,21,1,1,2,3,1,0.5,0,0,1,14.9,14.9,7.6%,FA,10,2023
17,Jonathan Taylor,23,69,3.0,10,0,1,1,1,6,6.0,0,0,1,14.5,14.5,98.8%,IND,10,2023
18,Rico Dowdle,12,79,6.6,21,1,1,0,0,0,0.0,0,0,1,13.9,13.9,10.6%,DAL,10,2023
19,Keaton Mitchell,3,34,11.3,39,2,1,1,2,32,32.0,0,0,1,13.6,13.6,17.6%,BAL,10,2023
20,Rhamondre Stevenson,20,88,4.4,10,0,0,3,5,14,4.7,0,0,1,13.2,13.2,84.5%,NE,10,2023
21,Josh Jacobs,27,116,4.3,40,3,0,2,2,11,5.5,0,1,1,12.7,12.7,97.3%,GB,10,2023
22,Joe Mixon,11,46,4.2,15,0,1,2,3,-1,-0.5,0,0,1,12.5,12.5,99.1%,HOU,10,2023
