Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,8,15,1.9,8,0,2,7,8,83,11.9,1,0,1,34.8,34.8,98.2%,NO,10,2020
2,Josh Jacobs,21,112,5.3,24,1,2,4,4,24,6.0,0,0,1,29.6,29.6,97.3%,GB,10,2020
3,Nyheim Hines,12,70,5.8,14,0,1,5,6,45,9.0,1,0,1,28.5,28.5,0.5%,CLE,10,2020
4,D'Andre Swift,16,81,5.1,17,0,0,5,5,68,13.6,1,0,1,25.9,25.9,93.8%,CHI,10,2020
5,Ronald Jones II,23,192,8.3,98,4,1,1,2,6,6.0,0,1,1,24.8,24.8,0.0%,FA,10,2020
6,Rex Burkhead,6,31,5.2,9,0,0,4,5,35,8.8,2,0,1,22.6,22.6,10.0%,FA,10,2020
7,Antonio Gibson,13,45,3.5,12,0,2,4,4,20,5.0,0,0,1,22.5,22.5,53.3%,NE,10,2020
8,Devontae Booker,16,81,5.1,23,1,2,1,1,2,2.0,0,0,1,21.3,21.3,0.0%,FA,10,2020
9,Malcolm Brown,6,33,5.5,13,0,2,2,2,18,9.0,0,0,1,19.1,19.1,0.0%,FA,10,2020
10,Wayne Gallman Jr.,18,53,2.9,17,0,2,1,2,7,7.0,0,0,1,19.0,19.0,0.0%,FA,10,2020
11,Nick Chubb,19,126,6.6,59,4,1,0,1,0,0.0,0,0,1,18.6,18.6,55.6%,CLE,10,2020
12,J.D. McKissic,8,6,0.8,5,0,1,7,15,43,6.1,0,0,1,17.9,17.9,0.0%,FA,10,2020
13,Kareem Hunt,19,104,5.5,19,0,0,3,4,28,9.3,0,0,1,16.2,16.2,27.3%,FA,10,2020
14,Salvon Ahmed,21,85,4.0,18,0,1,1,1,5,5.0,0,0,1,16.0,16.0,0.6%,MIA,10,2020
15,Kalen Ballage,18,68,3.8,11,0,0,5,6,34,6.8,0,0,1,15.2,15.2,0.0%,FA,10,2020
16,Dalvin Cook,30,96,3.2,14,0,0,4,4,16,4.0,0,0,1,15.2,15.2,9.5%,FA,10,2020
17,Aaron Jones,13,46,3.5,20,1,0,5,6,49,9.8,0,0,1,14.5,14.5,93.3%,MIN,10,2020
18,Boston Scott,3,63,21.0,56,4,1,1,1,11,11.0,0,0,1,14.4,14.4,0.1%,LAR,10,2020
19,Miles Sanders,15,85,5.7,14,0,0,2,5,10,5.0,0,0,1,13.5,13.5,23.3%,CAR,10,2020
20,James Robinson,23,109,4.7,20,1,0,2,5,3,1.5,0,0,1,13.2,13.2,0.1%,NO,10,2020
21,Damien Harris,22,121,5.5,25,1,0,0,0,0,0.0,0,0,1,12.1,12.1,4.6%,FA,10,2020
