Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ka'imi Fairbairn,3,3,100.0,54,0,0,0,1,2,2,2,1,16.0,16.0,47.4%,HOU,14,2022
2,Eddy Pineiro,3,3,100.0,47,0,0,2,1,0,3,3,1,13.0,13.0,1.5%,CAR,14,2022
3,Riley Patterson,3,3,100.0,43,0,0,2,1,0,3,3,1,13.0,13.0,13.1%,JAC,14,2022
4,Jake Elliott,2,2,100.0,39,0,1,1,0,0,6,6,1,12.0,12.0,93.5%,PHI,14,2022
5,Daniel Carlson,3,3,100.0,52,0,0,2,0,1,1,1,1,12.0,12.0,24.2%,LV,14,2022
6,Michael Badgley,2,3,66.7,49,0,0,0,2,0,4,4,1,12.0,12.0,19.0%,DET,14,2022
7,Brett Maher,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,0.6%,FA,14,2022
8,Cameron Dicker,3,3,100.0,33,0,1,2,0,0,2,2,1,11.0,11.0,50.4%,LAC,14,2022
9,Justin Tucker,3,3,100.0,42,0,0,2,1,0,1,1,1,11.0,11.0,98.7%,BAL,14,2022
10,Nick Folk,2,2,100.0,51,0,1,0,0,1,3,3,1,11.0,11.0,9.5%,TEN,14,2022
11,Harrison Butker,2,2,100.0,45,0,0,1,1,0,4,4,1,11.0,11.0,96.2%,KC,14,2022
12,Tyler Bass,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,9.0,45.5%,BUF,14,2022
13,Matt Prater,2,3,66.7,33,0,0,2,0,0,1,1,1,7.0,7.0,1.7%,ARI,14,2022
14,Matt Gay,1,2,50.0,55,0,0,0,0,1,2,2,1,7.0,7.0,28.9%,IND,14,2022
15,Jason Sanders,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,46.2%,MIA,14,2022
16,Greg Joseph,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,3.7%,GB,14,2022
17,Jason Myers,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,32.1%,SEA,14,2022
18,Robbie Gould,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,FA,14,2022
19,Evan McPherson,1,1,100.0,30,0,0,1,0,0,2,3,1,5.0,5.0,81.8%,CIN,14,2022
20,Greg Zuerlein,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,43.8%,NYJ,14,2022
21,Brandon McManus,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,18.3%,FA,14,2022
22,Cade York,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,0.1%,CLE,14,2022
23,Chris Boswell,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,17.2%,PIT,14,2022
24,Graham Gano,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.3%,NYG,14,2022
25,Randy Bullock,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,14,2022
26,Ryan Succop,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,FA,14,2022
27,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,14,2022
