Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Green Bay Packers,2,3,1,1,1,0,1,1,23.0,23.0,26.4%,GB,17,2022
2,New Orleans Saints,6,1,0,2,1,0,0,1,18.0,18.0,64.0%,NO,17,2022
3,Seattle Seahawks,4,2,1,1,0,0,0,1,17.0,17.0,22.4%,SEA,17,2022
4,Jacksonville Jaguars,2,0,1,1,1,0,0,1,17.0,17.0,50.2%,JAC,17,2022
5,Detroit Lions,7,1,1,1,0,0,0,1,15.0,15.0,38.6%,DET,17,2022
6,New York Giants,2,1,0,0,1,0,0,1,14.0,14.0,2.4%,NYG,17,2022
7,Cleveland Browns,3,3,0,0,0,0,0,1,13.0,13.0,94.2%,CLE,17,2022
8,New England Patriots,2,2,0,0,1,0,0,1,12.0,12.0,13.6%,NE,17,2022
9,Dallas Cowboys,2,1,1,2,0,0,0,1,10.0,10.0,92.7%,DAL,17,2022
10,Philadelphia Eagles,7,1,0,0,0,0,0,1,10.0,10.0,51.6%,PHI,17,2022
11,Los Angeles Chargers,3,0,1,1,0,0,0,1,9.0,9.0,13.8%,LAC,17,2022
12,Tampa Bay Buccaneers,2,1,2,4,0,0,0,1,8.0,8.0,20.8%,TB,17,2022
13,Kansas City Chiefs,4,1,1,1,0,0,0,1,8.0,8.0,77.7%,KC,17,2022
14,Cincinnati Bengals,0,0,0,0,0,0,0,1,7.0,7.0,50.0%,CIN,17,2022
15,Pittsburgh Steelers,1,1,0,0,0,0,0,1,7.0,7.0,75.9%,PIT,17,2022
16,Tennessee Titans,1,2,1,0,0,0,0,1,7.0,7.0,3.5%,TEN,17,2022
17,Denver Broncos,0,1,1,0,0,0,0,1,6.0,6.0,34.5%,DEN,17,2022
18,Carolina Panthers,3,0,1,1,0,0,0,1,6.0,6.0,3.0%,CAR,17,2022
19,Houston Texans,2,2,0,0,0,0,0,1,6.0,6.0,31.9%,HOU,17,2022
20,Atlanta Falcons,2,0,0,0,0,0,0,1,5.0,5.0,16.7%,ATL,17,2022
21,Washington Commanders,5,0,0,0,0,0,0,1,5.0,5.0,8.1%,WAS,17,2022
22,Arizona Cardinals,1,0,1,0,0,0,0,1,4.0,4.0,0.8%,ARI,17,2022
23,New York Jets,4,0,0,0,0,0,0,1,4.0,4.0,82.4%,NYJ,17,2022
24,Buffalo Bills,0,0,0,0,0,0,0,1,4.0,4.0,61.3%,BUF,17,2022
25,Miami Dolphins,3,0,0,0,0,0,0,1,4.0,4.0,69.9%,MIA,17,2022
26,San Francisco 49ers,0,2,0,0,0,0,0,1,3.0,3.0,97.8%,SF,17,2022
27,Baltimore Ravens,2,0,0,0,0,0,0,1,3.0,3.0,86.2%,BAL,17,2022
28,Indianapolis Colts,0,0,1,1,0,0,0,1,1.0,1.0,26.4%,IND,17,2022
29,Minnesota Vikings,1,0,0,0,0,0,0,1,-1.0,-1.0,10.9%,MIN,17,2022
30,Los Angeles Rams,0,0,0,0,0,0,0,1,-1.0,-1.0,21.2%,LAR,17,2022
31,Las Vegas Raiders,0,1,0,0,0,0,0,1,-2.0,-2.0,24.5%,LV,17,2022
32,Chicago Bears,2,0,0,0,0,0,0,1,-2.0,-2.0,33.9%,CHI,17,2022
