Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chandler Jones,4,2,4.0,0,0,2,0,0,1,36.5,36.5,0.6%,FA,16,2019
2,Za'Darius Smith,6,1,3.5,0,0,0,0,0,1,36.3,36.3,5.3%,CLE,16,2019
3,Fred Warner,8,3,0.0,1,1,0,0,1,1,26.8,26.8,90.1%,SF,16,2019
4,Demario Davis,9,2,1.0,1,0,0,0,0,1,25.5,25.5,22.0%,NO,16,2019
5,Anthony Walker Jr.,8,2,1.0,1,1,0,0,0,1,24.0,24.0,4.1%,MIA,16,2019
6,Bobby Wagner,7,6,1.0,0,0,0,0,0,1,24.0,24.0,72.2%,WAS,16,2019
7,Donald Payne,9,7,0.0,0,0,0,0,0,1,23.8,23.8,0.0%,FA,16,2019
8,Sean Lee,9,8,0.0,0,0,0,0,0,1,22.0,22.0,0.0%,FA,16,2019
9,Austin Calitro,11,1,0.0,1,0,0,0,0,1,21.3,21.3,0.0%,FA,16,2019
10,Robert Quinn,5,1,1.0,0,0,1,0,0,1,21.3,21.3,1.2%,FA,16,2019
11,Jerome Baker,7,5,0.5,1,0,0,0,0,1,20.3,20.3,14.2%,SEA,16,2019
12,Germaine Pratt,9,2,0.0,0,0,0,0,0,1,20.0,20.0,17.4%,CIN,16,2019
13,Lavonte David,8,2,0.0,1,0,1,0,0,1,19.0,19.0,52.1%,TB,16,2019
14,Jordan Hicks,5,1,0.0,0,0,0,1,0,1,17.3,17.3,29.8%,CLE,16,2019
15,T.J. Watt,2,3,1.0,0,0,1,1,0,1,17.3,17.3,78.7%,PIT,16,2019
16,Kevin Pierre-Louis,7,5,0.0,0,0,0,0,0,1,16.8,16.8,0.0%,FA,16,2019
17,Will Compton,10,2,0.0,0,0,0,0,0,1,16.5,16.5,0.0%,FA,16,2019
18,A.J. Klein,3,0,2.0,1,0,0,0,0,1,16.5,16.5,0.0%,FA,16,2019
19,Dre Greenlaw,9,4,0.0,0,0,0,0,0,1,16.5,16.5,37.6%,SF,16,2019
20,Matt Milano,9,3,0.0,0,0,0,0,0,1,15.8,15.8,22.9%,BUF,16,2019
21,Dont'a Hightower,2,3,1.5,1,0,0,0,0,1,15.3,15.3,1.0%,FA,16,2019
22,Bud Dupree,2,4,1.0,0,0,0,0,0,1,15.0,15.0,1.2%,LAC,16,2019
23,Whitney Mercilus,2,2,2.0,0,0,0,0,0,1,15.0,15.0,0.2%,FA,16,2019
24,Markus Golden,3,2,1.0,0,0,0,0,0,1,15.0,15.0,0.6%,FA,16,2019
25,Neville Hewitt,2,6,1.0,0,0,0,0,0,1,14.0,14.0,0.0%,HOU,16,2019
26,Jalen Reeves-Maybin,6,3,0.0,0,0,0,0,0,1,13.8,13.8,1.2%,DET,16,2019
27,Jayon Brown,7,1,0.0,0,0,0,0,0,1,13.8,13.8,2.0%,FA,16,2019
28,Bobby Okereke,9,0,0.0,0,0,0,0,0,1,13.5,13.5,79.2%,NYG,16,2019
29,K.J. Wright,5,8,0.0,0,0,0,0,0,1,13.5,13.5,0.0%,FA,16,2019
30,David Mayo,4,6,0.0,0,0,0,0,0,1,13.0,13.0,0.0%,FA,16,2019
31,Devin White,4,4,0.0,0,0,0,1,0,1,13.0,13.0,22.4%,PHI,16,2019
32,Shaquille Leonard,5,6,0.0,0,0,0,0,0,1,12.0,12.0,21.8%,FA,16,2019
33,Khalil Mack,3,1,1.0,0,0,0,0,0,1,11.8,11.8,52.9%,LAC,16,2019
34,Rashaan Evans,5,2,0.0,0,0,0,0,0,1,11.5,11.5,0.2%,FA,16,2019
35,Cory Littleton,6,1,0.0,1,0,0,0,0,1,11.3,11.3,0.0%,FA,16,2019
36,Nick Kwiatkoski,5,5,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,16,2019
37,Mark Barron,5,3,0.0,1,0,0,0,0,1,11.3,11.3,0.0%,FA,16,2019
38,Lorenzo Carter,1,2,1.0,1,0,0,0,0,1,11.0,11.0,1.9%,ATL,16,2019
39,Tyrell Adams,4,1,0.0,0,0,1,0,0,1,10.8,10.8,0.0%,FA,16,2019
40,Joe Schobert,5,4,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,16,2019
41,Eric Wilson,6,2,0.0,0,0,0,0,0,1,10.5,10.5,0.6%,GB,16,2019
42,Zach Cunningham,6,0,0.0,1,0,0,0,0,1,10.5,10.5,1.7%,FA,16,2019
43,Tremaine Edmunds,5,4,0.0,0,0,0,0,0,1,10.5,10.5,33.2%,CHI,16,2019
44,Matthew Judon,5,0,0.0,0,0,0,0,0,1,10.0,10.0,17.4%,NE,16,2019
45,James Burgess Jr.,2,6,0.0,0,0,0,0,0,1,10.0,10.0,0.0%,FA,16,2019
46,Anthony Barr,2,4,0.0,0,0,1,0,0,1,10.0,10.0,0.0%,FA,16,2019
47,De'Vondre Campbell,4,5,0.0,0,0,0,0,0,1,9.8,9.8,20.5%,SF,16,2019
48,Luke Kuechly,6,1,0.0,0,0,0,0,0,1,9.8,9.8,92.3%,FA,16,2019
49,Vic Beasley Jr.,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,16,2019
50,Andrew Van Ginkel,2,0,0.0,0,0,0,1,0,1,9.5,9.5,11.0%,MIN,16,2019
51,John Simon,1,2,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,16,2019
52,Jamie Collins Sr.,3,3,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,16,2019
53,Blake Martinez,4,4,0.0,0,0,0,0,0,1,9.0,9.0,0.0%,FA,16,2019
54,Devin Bush Jr.,3,2,0.0,0,0,0,0,0,1,8.5,8.5,4.8%,CLE,16,2019
55,Porter Gustin,3,0,0.0,0,0,0,1,0,1,8.5,8.5,0.0%,FA,16,2019
56,Mychal Kendricks,3,2,0.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,16,2019
57,Shaun Dion Hamilton,4,0,0.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,16,2019
58,Jaylon Smith,3,5,0.0,0,0,0,0,0,1,8.3,8.3,0.2%,FA,16,2019
59,Drue Tranquill,5,1,0.0,0,0,0,0,0,1,8.3,8.3,12.1%,KC,16,2019
60,Nate Gerry,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,16,2019
61,Denzel Perryman,4,3,0.0,0,0,0,0,0,1,8.3,8.3,11.6%,LAC,16,2019
62,Eric Kendricks,0,0,0.0,0,0,0,2,0,1,8.0,8.0,32.2%,DAL,16,2019
63,Malik Reed,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,16,2019
64,Reggie Ragland,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,16,2019
